playa,tipo_vehic,fecha_ingreso,motivo,lugar_remision,comuna,anio,mes,motivo_norm
Quinquela,AUTO,2026-01-20,ESTACIONAMIENTO,ACHALA 3502,4,2026,1,ESTACIONAMIENTO
Quinquela,MOTO,2026-01-20,OTROS,*,13,2026,1,OTROS
Quinquela,AUTO,2026-01-20,DOC/PLACA,AV. CORRIENTES 1050,1,2026,1,DOCUMENTACION
Quinquela,AUTO,2026-01-20,DOC/PLACA,AV. ESCALADA 2789,8,2026,1,DOCUMENTACION
Quinquela,AUTO,2026-01-21,ALCOHOLEMIA,AV SAN MARTIN 1200,15,2026,1,ALCOHOLEMIA
Quinquela,MOTO,2026-01-21,ALCOHOLEMIA,AV CABILDO 1711,13,2026,1,ALCOHOLEMIA
Quinquela,MOTO,2026-01-21,PLACA,AV ALBERDI 6450,9,2026,1,PLACA
Quinquela,AUTO,2026-01-21,DOC/PLACA,AV ALBERDI 6450,9,2026,1,DOCUMENTACION
Quinquela,AUTO,2026-01-21,ESTACIONAMIENTO,TRES ARROYOS 521,15,2026,1,ESTACIONAMIENTO
Quinquela,MOTO,2026-01-21,DOCUMENTACION,GUAMINI 4995,8,2026,1,DOCUMENTACION
Quinquela,AUTO,2026-01-21,DOC/PLACA,GUAMINI ,8,2026,1,DOCUMENTACION
Quinquela,MOTO,2026-01-21,DOCUMENTACION,ASTOR PIAZZOLA 3251,4,2026,1,DOCUMENTACION
Quinquela,AUTO,2026-01-21,OTROS,AV. SAN JUAN 2423,3,2026,1,OTROS
Quinquela,AUTO,2026-01-21,DOCUMENTACION,AV CORRIENTES 1100,1,2026,1,DOCUMENTACION
Quinquela,AUTO,2026-01-22,ALCOHOLEMIA, AV PASEO COLON 1400,1,2026,1,ALCOHOLEMIA
Quinquela,MOTO,2026-01-22,ALCOHOLEMIA,J B JUSTO 750,14,2026,1,ALCOHOLEMIA
Quinquela,AUTO,2026-01-22,ALCOHOLEMIA,AV SANTA FE 4301,14,2026,1,ALCOHOLEMIA
Quinquela,MOTO,2026-01-22,ALCO / DOC,BOGOTA 2427,7,2026,1,ALCOHOLEMIA
Quinquela,MOTO,2026-01-22,DOCUMENTACION,HERRERA 1668,4,2026,1,DOCUMENTACION
Quinquela,MOTO,2026-01-22,DOC/PLACA,AV.GRAL PAZ Y AV.FF DE LA CRUZ,9,2026,1,DOCUMENTACION
Quinquela,AUTO,2026-01-22,ALCO / DOC,AV ESCALADA 2890,8,2026,1,ALCOHOLEMIA
Quinquela,MOTO,2026-01-22,OTROS,AV. DEL LIBERTDOR,14,2026,1,OTROS
Quinquela,MOTO,2026-01-22,PLACA,AV. BRASIL 300,1,2026,1,PLACA
Quinquela,MOTO,2026-01-22,DOC/PLACA,AV. M. GIRALT Y GUEMES,1,2026,1,DOCUMENTACION
Quinquela,MOTO,2026-01-22,DOC/PLACA,AV. GRAL PAZ BAJADA CONDE,*,2026,1,DOCUMENTACION
Quinquela,AUTO,2026-01-22,PLACA,CERRITO 380,1,2026,1,PLACA
Quinquela,AUTO,2026-01-22,ALCOHOLEMIA,AV 9 DE JULIO Y CARLOS CALVO ,1,2026,1,ALCOHOLEMIA
Quinquela,AUTO,2026-01-23,ALCOHOLEMIA,AV SARMIENTO 3126,14,2026,1,ALCOHOLEMIA
Quinquela,MOTO,2026-01-23,DOCUMENTACION,MARTIN GARCIA 600,4,2026,1,DOCUMENTACION
Quinquela,MOTO,2026-01-23,DOCUMENTACION,SUAREZ 2000,4,2026,1,DOCUMENTACION
Quinquela,AUTO,2026-01-23,ABANDONADO,CHACO 84,6,2026,1,ABANDONADO
Quinquela,MOTO,2026-01-23,DOCUMENTACION,AV. RIVADAVIA 11099,9,2026,1,DOCUMENTACION
Quinquela,MOTO,2026-01-23,DOCUMENTACION,AV INDEPENDENCIA Y 9 DE JULIO ,1,2026,1,DOCUMENTACION
Quinquela,AUTO,2026-01-23,DOCUMENTACION,AV CARLOS CALVO Y 9 DE JULIO,1,2026,1,DOCUMENTACION
Quinquela,MOTO,2026-01-24,ALCOHOLEMIA,AV DELLEPIANE KM 4.5,8,2026,1,ALCOHOLEMIA
Quinquela,MOTO,2026-01-24,ALCOHOLEMIA,AV DELLEPIANE KM 4.5,8,2026,1,ALCOHOLEMIA
Quinquela,MOTO,2026-01-24,ALCOHOLEMIA,AV DELLEPIANE 3750,8,2026,1,ALCOHOLEMIA
Quinquela,AUTO,2026-01-24,ALCO / DOC,AV DELLEPIANE 3750,8,2026,1,ALCOHOLEMIA
Quinquela,AUTO,2026-01-24,DOCUMENTACION,AV DELLEPIANE KM 4.5,8,2026,1,DOCUMENTACION
Quinquela,AUTO,2026-01-24,ALCO / DOC,AV J B JUSTO 746,14,2026,1,ALCOHOLEMIA
Quinquela,MOTO,2026-01-24,ALCOHOLEMIA,SARMIENTO 3100,3,2026,1,ALCOHOLEMIA
Quinquela,AUTO,2026-01-24,DOCUMENTACION,AV MAYO 975,1,2026,1,DOCUMENTACION
Quinquela,AUTO,2026-01-24,DOCUMENTACION,AV F.F. DE LA CRUZ 3600,8,2026,1,DOCUMENTACION
Quinquela,MOTO,2026-01-25,ALCOHOLEMIA,AV. SAN MARTIN 1300,6,2026,1,ALCOHOLEMIA
Quinquela,AUTO,2026-01-25,ALCOHOLEMIA,AV RIVADAVIA 6900,7,2026,1,ALCOHOLEMIA
Quinquela,AUTO,2026-01-25,ALCOHOLEMIA,AV RIVADAVIA 6900,7,2026,1,ALCOHOLEMIA
Quinquela,AUTO,2026-01-25,DOCUMENTACION,AV RIVADAVIA 6900,7,2026,1,DOCUMENTACION
Quinquela,MOTO,2026-01-25,ALCOHOLEMIA,AV SAN MARTIN 1300,15,2026,1,ALCOHOLEMIA
Quinquela,AUTO,2026-01-25,ALCOHOLEMIA,AV RIVADAVIA 6900,7,2026,1,ALCOHOLEMIA
Quinquela,MOTO,2026-01-25,ALCOHOLEMIA,AC SARMIENTO 3600,14,2026,1,ALCOHOLEMIA
Quinquela,AUTO,2026-01-25,DOCUMENTACION,ERCILLA N°7549,9,2026,1,DOCUMENTACION
Quinquela,AUTO,2026-01-26,ALCOHOLEMIA,AV ALEM 1000,1,2026,1,ALCOHOLEMIA
Quinquela,MOTO,2026-01-26,DOCUMENTACION,AV ALEM 1000,1,2026,1,DOCUMENTACION
Quinquela,MOTO,2026-01-26,ALCOHOLEMIA,AV SAN MARTIN 1200,15,2026,1,ALCOHOLEMIA
Quinquela,AUTO,2026-01-26,ALCOHOLEMIA,AV. JUAN BAUTISTA ALBERDI 3119,7,2026,1,ALCOHOLEMIA
Quinquela,MOTO,2026-01-26,ALCOHOLEMIA,AV SAN MARTIN 1200,15,2026,1,ALCOHOLEMIA
Quinquela,MOTO,2026-01-26,ALCOHOLEMIA,AV CABILDO 1986,13,2026,1,ALCOHOLEMIA
Quinquela,MOTO,2026-01-26,DOC/PLACA,AV EMILIO CASTRO 7600,9,2026,1,DOCUMENTACION
Quinquela,MOTO,2026-01-26,DOC/PLACA,MURGUIONDO 4072,8,2026,1,DOCUMENTACION
Quinquela,AUTO,2026-01-26,ESTACIONAMIENTO,AV ANTARTIDA ARGENTINA ,1,2026,1,ESTACIONAMIENTO
Quinquela,MOTO,2026-01-26,DOCUMENTACION,ARIAS 1681,13,2026,1,DOCUMENTACION
Quinquela,AUTO,2026-01-26,DOC/PLACA,GRAL. PAZ 10378,9,2026,1,DOCUMENTACION
Quinquela,MOTO,2026-01-26,PLACA,HIPOLITO YRIGOYEN 1050,1,2026,1,PLACA
Quinquela,AUTO,2026-01-26,DOCUMENTACION,AV. RIVADAVIA 9011,10,2026,1,DOCUMENTACION
Quinquela,AUTO,2026-01-27,ALCOHOLEMIA,AV L N ALEM 855,1,2026,1,ALCOHOLEMIA
Quinquela,AUTO,2026-01-27,ESTACIONAMIENTO,CRUCERO G BELGRANO 1211,1,2026,1,ESTACIONAMIENTO
Quinquela,MOTO,2026-01-27,OTROS,CHACABUCO 977,1,2026,1,OTROS
Quinquela,AUTO,2026-01-27,DOCUMENTACION,AV. RIVADAVIA 11236,*,2026,1,DOCUMENTACION
Quinquela,AUTO,2026-01-27,DOCUMENTACION,9 DE JULIO Y HIPOLITO YRIGOYEN ,1,2026,1,DOCUMENTACION
Quinquela,AUTO,2026-01-27,DOCUMENTACION,AV CORRIENTES 1100,1,2026,1,DOCUMENTACION
Quinquela,MOTO,2026-01-28,ALCOHOLEMIA,AV C. PELLEGRINI Y AV CORRIENTES ,1,2026,1,ALCOHOLEMIA
Quinquela,AUTO,2026-01-28,ALCOHOLEMIA,C. PELLEGRINI Y AV CORRIENTES ,1,2026,1,ALCOHOLEMIA
Quinquela,AUTO,2026-01-28,DOC/PLACA,AV BULLRICH ,14,2026,1,DOCUMENTACION
Quinquela,AUTO,2026-01-28,ALCOHOLEMIA,JOSE A CABRERA 4525,14,2026,1,ALCOHOLEMIA
Quinquela,MOTO,2026-01-28,ALCOHOLEMIA,LUIS M CAMPOS 71,14,2026,1,ALCOHOLEMIA
Quinquela,AUTO,2026-01-28,ALCOHOLEMIA,AV BULLRICH 450,14,2026,1,ALCOHOLEMIA
Quinquela,AUTO,2026-01-28,ALCOHOLEMIA,AV.NAZCA 1117,7,2026,1,ALCOHOLEMIA
Quinquela,MOTO,2026-01-28,DOCUMENTACION,AV DIRECTORIO 4200,9,2026,1,DOCUMENTACION
Quinquela,AUTO,2026-01-28,DOCUMENTACION,AV DIRECTORIO 4200,9,2026,1,DOCUMENTACION
Quinquela,AUTO,2026-01-28,DOCUMENTACION,AV DIRECTORIO 4200,9,2026,1,DOCUMENTACION
Quinquela,MOTO,2026-01-28,DOCUMENTACION,AV. RIVADAVIA Y TIMOTEO GORDILLOO,9,2026,1,DOCUMENTACION
Quinquela,MOTO,2026-01-28,DOCUMENTACION,AV SAN JUAN 1120,3,2026,1,DOCUMENTACION
Quinquela,AUTO,2026-01-28,PLACA,LIMA 100,1,2026,1,PLACA
Quinquela,AUTO,2026-01-28,DOCUMENTACION,AV CORRIENTES 1050,1,2026,1,DOCUMENTACION
Quinquela,MOTO,2026-01-29,ALCOHOLEMIA,SIN DATOS ,*,2026,1,ALCOHOLEMIA
Quinquela,AUTO,2026-01-29,ALCOHOLEMIA,AV CABILDO Y JARAMILLO ,12,2026,1,ALCOHOLEMIA
Quinquela,AUTO,2026-01-29,ALCOHOLEMIA,AV CABILDO Y JARAMILLO ,12,2026,1,ALCOHOLEMIA
Quinquela,AUTO,2026-01-29,ALCOHOLEMIA,AV J B JUSTO,15,2026,1,ALCOHOLEMIA
Quinquela,MOTO,2026-01-29,ALCOHOLEMIA,AV J B JUSTO 2984,15,2026,1,ALCOHOLEMIA
Quinquela,AUTO,2026-01-29,ALCOHOLEMIA,R OBLIGADO 2427,15,2026,1,ALCOHOLEMIA
Quinquela,AUTO,2026-01-29,ALCOHOLEMIA,AV CABILDO Y JARAMILLO ,12,2026,1,ALCOHOLEMIA
Quinquela,MOTO,2026-01-29,ESTACIONAMIENTO,COCHABAMBA 1571,1,2026,1,ESTACIONAMIENTO
Quinquela,MOTO,2026-01-29,DOCUMENTACION,BELAUSTEGUI 500,15,2026,1,DOCUMENTACION
Quinquela,MOTO,2026-01-29,DOCUMENTACION,DELLEPIANE 5550,8,2026,1,DOCUMENTACION
Quinquela,AUTO,2026-01-29,ESTACIONAMIENTO,ORURO,3,2026,1,ESTACIONAMIENTO
Quinquela,AUTO,2026-01-30,ALCOHOLEMIA,AV LA PLATA 955,6,2026,1,ALCOHOLEMIA
Quinquela,AUTO,2026-01-30,ALCOHOLEMIA,LUIS MARIA CAMPOS 901,14,2026,1,ALCOHOLEMIA
Quinquela,AUTO,2026-01-30,ALCOHOLEMIA,AV CORRIENTES Y OLLEROS ,15,2026,1,ALCOHOLEMIA
Quinquela,AUTO,2026-01-30,ALCOHOLEMIA,AV LA PLATA 955,6,2026,1,ALCOHOLEMIA
Quinquela,AUTO,2026-01-30,ALCOHOLEMIA,LIBERTADOR 8200,13,2026,1,ALCOHOLEMIA
Quinquela,MOTO,2026-01-30,ALCOHOLEMIA,AV LA PLATA 955,6,2026,1,ALCOHOLEMIA
Quinquela,MOTO,2026-01-30,ALCOHOLEMIA,AV J B JUSTO 1617,14,2026,1,ALCOHOLEMIA
Quinquela,AUTO,2026-01-30,ALCOHOLEMIA,AV DEL LIBERTADOR 8200,13,2026,1,ALCOHOLEMIA
Quinquela,MOTO,2026-01-30,DOC/PLACA,AV CONGRESO 2912,13,2026,1,DOCUMENTACION
Quinquela,MOTO,2026-01-30,DOCUMENTACION,DELLEPIANE Y J LANTIERI,4,2026,1,DOCUMENTACION
Quinquela,AUTO,2026-01-30,ESTACIONAMIENTO,YERBAL 1058,6,2026,1,ESTACIONAMIENTO
Quinquela,AUTO,2026-01-31,ALCOHOLEMIA,AV SAN MARTIN 5481,15,2026,1,ALCOHOLEMIA
Quinquela,AUTO,2026-01-31,ALCOHOLEMIA,AV DORREGO 3136,14,2026,1,ALCOHOLEMIA
Quinquela,MOTO,2026-02-01,ALCOHOLEMIA,AV JUAN B JUSTO 1800,14,2026,2,ALCOHOLEMIA
Quinquela,AUTO,2026-02-01,ALCOHOLEMIA,AV PASEO COLON 1266,1,2026,2,ALCOHOLEMIA
Quinquela,AUTO,2026-02-01,ALCOHOLEMIA,VILLAFLOR 170,1,2026,2,ALCOHOLEMIA
Quinquela,AUTO,2026-02-01,DOCUMENTACION,AV PASEO COLON 1266,1,2026,2,DOCUMENTACION
Quinquela,AUTO,2026-02-01,DOCUMENTACION,AV HUERGO 600,1,2026,2,DOCUMENTACION
Quinquela,AUTO,2026-02-01,ALCOHOLEMIA,AV.PASEO COLON 1166,1,2026,2,ALCOHOLEMIA
Quinquela,AUTO,2026-02-01,DOCUMENTACION,AV PASEO COLON 1266,1,2026,2,DOCUMENTACION
Quinquela,AUTO,2026-02-01,PLACA,AV DELLEPIANE KM 2.6,9,2026,2,PLACA
Quinquela,MOTO,2026-02-01,PLACA,AV DELLEPIANE KM 2.6,9,2026,2,PLACA
Quinquela,AUTO,2026-02-01,ALCOHOLEMIA,AV HUERGO 600,1,2026,2,ALCOHOLEMIA
Quinquela,AUTO,2026-02-01,DOCUMENTACION,AV DELLEPIANE KM 2.6,9,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-01,PLACA,AV DELLEPIANE KM 2.6,9,2026,2,PLACA
Quinquela,AUTO,2026-02-01,ALCOHOLEMIA,AV DELLEPIANE KM 2.6,9,2026,2,ALCOHOLEMIA
Quinquela,AUTO,2026-02-01,ALCOHOLEMIA,AV HUERGO 600,1,2026,2,ALCOHOLEMIA
Quinquela,AUTO,2026-02-01,ALCOHOLEMIA,AV PASEO COLON 1266,1,2026,2,ALCOHOLEMIA
Quinquela,MOTO,2026-02-01,DOCUMENTACION,"AV DELLEPIANE KM 2,6",9,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-01,PLACA,"AV DELLEPIANE KM 2,6",9,2026,2,PLACA
Quinquela,AUTO,2026-02-01,ALCOHOLEMIA,"AV DELLEPIANE KM 2,6",9,2026,2,ALCOHOLEMIA
Quinquela,AUTO,2026-02-01,ALCOHOLEMIA,AV HUERGO 600,1,2026,2,ALCOHOLEMIA
Quinquela,MOTO,2026-02-01,DOCUMENTACION,AV JUAN B JUSTO 1800,14,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-01,ALCOHOLEMIA,PARAGUAY 4902,14,2026,2,ALCOHOLEMIA
Quinquela,AUTO,2026-02-01,PLACA,"AU DELLEPIANE KM 2,6",9,2026,2,PLACA
Quinquela,AUTO,2026-02-02,ALCOHOLEMIA,AV SANTA FE 4527,14,2026,2,ALCOHOLEMIA
Quinquela,MOTO,2026-02-02,DOC/PLACA,EVA PERON Y BONORINO,7,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-02,DOCUMENTACION,BASUALDO 1,10,2026,2,DOCUMENTACION
Quinquela,AUTO,2026-02-02,UBER,AV.  ANTARTIDA ARGENTINA 1300,1,2026,2,UBER
Quinquela,AUTO,2026-02-02,UBER,AV. ANTAR4TIDA ARGENTINA 1300,1,2026,2,UBER
Quinquela,AUTO,2026-02-02,UBER,AV. ANTARTIDA ARGENETINA  1300,1,2026,2,UBER
Quinquela,AUTO,2026-02-02,UBER,AV. ANTARTIDA ARGENTINA 1300,1,2026,2,UBER
Quinquela,MOTO,2026-02-02,DOCUMENTACION,AV. GARAY 492,1,2026,2,DOCUMENTACION
Quinquela,AUTO,2026-02-02,PLACA,C. PELLEGRINI 493,3,2026,2,PLACA
Quinquela,AUTO,2026-02-02,DOCUMENTACION,PUNTA ARENA 1400,15,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-02,DOCUMENTACION,PUNTA ARENA 1400,15,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-03,ALCOHOLEMIA,AV JUAN B JUSTO 2621,15,2026,2,ALCOHOLEMIA
Quinquela,MOTO,2026-02-03,ALCOHOLEMIA,AV CABILDO 839,14,2026,2,ALCOHOLEMIA
Quinquela,MOTO,2026-02-03,DOCUMENTACION,AV JUAN B. JUSTO 6388,11,2026,2,DOCUMENTACION
Quinquela,AUTO,2026-02-03,ESTACIONAMIENTO,PALESTINA 528,5,2026,2,ESTACIONAMIENTO
Quinquela,MOTO,2026-02-03,PLACA,AV DEL CAMPO 1301,15,2026,2,PLACA
Quinquela,MOTO,2026-02-03,DOCUMENTACION,BERNARDO DE IRIGOYEN 0,1,2026,2,DOCUMENTACION
Quinquela,AUTO,2026-02-03,DOCUMENTACION,FERRE 1459,4,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-03,DOCUMENTACION,SALADILLO 5217,8,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-03,ALCO / DOC,AV. SAENZ 963,4,2026,2,ALCOHOLEMIA
Quinquela,AUTO,2026-02-03,DOC/PLACA,AV RIVADAVIA 11200,9,2026,2,DOCUMENTACION
Quinquela,AUTO,2026-02-03,DOCUMENTACION,AV RIVADAVIA 11200,9,2026,2,DOCUMENTACION
Quinquela,AUTO,2026-02-04,ALCOHOLEMIA,AV PASEO COLON 1265,1,2026,2,ALCOHOLEMIA
Quinquela,MOTO,2026-02-04,DOCUMENTACION,L.M. CAMPO 69,14,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-04,PLACA,L.M. CAMPO 69,14,2026,2,PLACA
Quinquela,AUTO,2026-02-04,ALCOHOLEMIA,AV RIVADAVIA 5656,6,2026,2,ALCOHOLEMIA
Quinquela,MOTO,2026-02-04,ALCOHOLEMIA,PASEO COLON 1600,4,2026,2,ALCOHOLEMIA
Quinquela,MOTO,2026-02-04,ALCOHOLEMIA,AV SANTA FE 1823,2,2026,2,ALCOHOLEMIA
Quinquela,MOTO,2026-02-04,ALCOHOLEMIA,AV RIVADAVIA 5656,6,2026,2,ALCOHOLEMIA
Quinquela,AUTO,2026-02-04,DOCUMENTACION,AV SANTA FE 1823,2,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-04,OTROS,14 DE JULIO 200,15,2026,2,OTROS
Quinquela,MOTO,2026-02-04,OTROS,AV DEL CAMPO 1300,15,2026,2,OTROS
Quinquela,AUTO,2026-02-04,PLACA,AV.EMILIO CASTRO 74764,9,2026,2,PLACA
Quinquela,MOTO,2026-02-04,DOCUMENTACION,AV ANGEL GALLARDO 1100,15,2026,2,DOCUMENTACION
Quinquela,AUTO,2026-02-04,DOCUMENTACION,AV. EMILIO CASTRO 7639,9,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-05,ALCO / DOC,AV CORRIENTES 6800,15,2026,2,ALCOHOLEMIA
Quinquela,MOTO,2026-02-05,ALCOHOLEMIA,AV SAN MARTIN 5525,15,2026,2,ALCOHOLEMIA
Quinquela,AUTO,2026-02-05,ALCOHOLEMIA,9 DE JULIO 1901,1,2026,2,ALCOHOLEMIA
Quinquela,MOTO,2026-02-05,DOCUMENTACION,JURAMENTO 1475,13,2026,2,DOCUMENTACION
Quinquela,AUTO,2026-02-05,DOCUMENTACION,HORNOS 1110,4,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-05,DOCUMENTACION,AV EMILIO CASTRO 7670,9,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-05,PLACA,AV GARAY 1221,1,2026,2,PLACA
Quinquela,MOTO,2026-02-05,OTROS,AV. RIVADAVIA 1400,1,2026,2,OTROS
Quinquela,AUTO,2026-02-06,DOCUMENTACION,AUTOPISTA ,*,2026,2,DOCUMENTACION
Quinquela,AUTO,2026-02-06,ALCOHOLEMIA,AUTOPISTA ,*,2026,2,ALCOHOLEMIA
Quinquela,MOTO,2026-02-06,ALCOHOLEMIA,AUTOPISTA ,*,2026,2,ALCOHOLEMIA
Quinquela,AUTO,2026-02-06,DOCUMENTACION,AUTOPISTA ,*,2026,2,DOCUMENTACION
Quinquela,AUTO,2026-02-06,ALCOHOLEMIA,AUTOPISTA,*,2026,2,ALCOHOLEMIA
Quinquela,AUTO,2026-02-06,DOCUMENTACION,AUTOPISTA ,*,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-06,ALCO / DOC,AV CORRIENTES 6700,15,2026,2,ALCOHOLEMIA
Quinquela,AUTO,2026-02-06,ESTACIONAMIENTO,AV ANGEL GALLARDO 710,6,2026,2,ESTACIONAMIENTO
Quinquela,AUTO,2026-02-06,ESTACIONAMIENTO,ISLAS GALAPAGOS 2710,1,2026,2,ESTACIONAMIENTO
Quinquela,AUTO,2026-02-06,ESTACIONAMIENTO,ISLA GALAPAGOS 2716,*,2026,2,ESTACIONAMIENTO
Quinquela,MOTO,2026-02-06,DOCUMENTACION,AV PASEO COLON 1142,1,2026,2,DOCUMENTACION
Quinquela,AUTO,2026-02-06,DOCUMENTACION,AV. GRAL. PAZ 16281,8,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-06,OTROS,ITUZAINGO 582,4,2026,2,OTROS
Quinquela,AUTO,2026-02-06,DOCUMENTACION,PERGAMINO 33,10,2026,2,DOCUMENTACION
Quinquela,AUTO,2026-02-07,DOCUMENTACION,AV R DELLEPIANE 340,1,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-07,DOCUMENTACION,ALCORTA Y JURAMENTO ,13,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-07,ALCOHOLEMIA,AV R DE DELLEPIANE 340,1,2026,2,ALCOHOLEMIA
Quinquela,AUTO,2026-02-07,DOCUMENTACION,AV R DE DELLEPIANE 340,1,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-07,ALCOHOLEMIA,BULLRICH 373,*,2026,2,ALCOHOLEMIA
Quinquela,MOTO,2026-02-07,PLACA,AV SANTA FE,*,2026,2,PLACA
Quinquela,AUTO,2026-02-07,ALCOHOLEMIA,INT BULLRICH 373,14,2026,2,ALCOHOLEMIA
Quinquela,AUTO,2026-02-07,ALCOHOLEMIA,INT BULLRICH 373,14,2026,2,ALCOHOLEMIA
Quinquela,AUTO,2026-02-07,ALCOHOLEMIA,INT BULLRICH 373,14,2026,2,ALCOHOLEMIA
Quinquela,AUTO,2026-02-07,ALCOHOLEMIA,INT BULLRICH 373,14,2026,2,ALCOHOLEMIA
Quinquela,MOTO,2026-02-08,PLACA,AV. LA PAMPA 600,13,2026,2,PLACA
Quinquela,MOTO,2026-02-08,ALCOHOLEMIA,AV .LA PAMPA 600,13,2026,2,ALCOHOLEMIA
Quinquela,AUTO,2026-02-08,DOCUMENTACION,AV. ACOYTE 754,6,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-08,PLACA,GUAMINI 1520,9,2026,2,PLACA
Quinquela,MOTO,2026-02-09,DOCUMENTACION,AV. SANTA FE 4553,14,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-09,ALCOHOLEMIA,AV. SANTA FE 4553,14,2026,2,ALCOHOLEMIA
Quinquela,AUTO,2026-02-09,ESTACIONAMIENTO,HIDALGO 1090,6,2026,2,ESTACIONAMIENTO
Quinquela,AUTO,2026-02-09,ESTACIONAMIENTO,LLAVALLOL 3357,11,2026,2,ESTACIONAMIENTO
Quinquela,MOTO,2026-02-09,ESTACIONAMIENTO,TALCAHUANO 1076,1,2026,2,ESTACIONAMIENTO
Quinquela,MOTO,2026-02-09,ESTACIONAMIENTO,TALCAHUANO 1076,1,2026,2,ESTACIONAMIENTO
Quinquela,AUTO,2026-02-09,ESTACIONAMIENTO,YERBAL 655,6,2026,2,ESTACIONAMIENTO
Quinquela,AUTO,2026-02-10,ALCOHOLEMIA,JUAN B JUSTO 2949,15,2026,2,ALCOHOLEMIA
Quinquela,AUTO,2026-02-10,ALCOHOLEMIA,AV JUJUY 305,3,2026,2,ALCOHOLEMIA
Quinquela,MOTO,2026-02-10,ALCOHOLEMIA,AV CABILDO 3041,13,2026,2,ALCOHOLEMIA
Quinquela,MOTO,2026-02-10,DOC/PLACA,AV NAZCA 806,6,2026,2,DOCUMENTACION
Quinquela,AUTO,2026-02-10,DOCUMENTACION,AV RIESTRA 5390,*,2026,2,DOCUMENTACION
Quinquela,AUTO,2026-02-10,DOCUMENTACION,AV SAENZ 1650,4,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-10,PLACA,AV SAENZ 1056,4,2026,2,PLACA
Quinquela,AUTO,2026-02-10,DOCUMENTACION,AV SAENZ 1056,4,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-10,DOCUMENTACION,AV. SAENZ 1056,4,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-10,DOCUMENTACION,AV. SAENZ 1050,4,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-10,OTROS,DELLEPIANE 5550,*,2026,2,OTROS
Quinquela,AUTO,2026-02-10,ESTACIONAMIENTO,AV GAONA 4885,11,2026,2,ESTACIONAMIENTO
Quinquela,AUTO,2026-02-11,ALCOHOLEMIA,AV JUJUY 305,3,2026,2,ALCOHOLEMIA
Quinquela,AUTO,2026-02-11,DOCUMENTACION,J B JUSTO 4800,*,2026,2,DOCUMENTACION
Quinquela,AUTO,2026-02-11,DOCUMENTACION,AV.SAENZ 1086,4,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-11,DOCUMENTACION,AV.NAZCA 805,7,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-11,DOCUMENTACION,AV SAN JUAN 1122,1,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-11,DOCUMENTACION,AV LEANDRO N ALEM,1,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-11,DOCUMENTACION,AV SAENZ 1163,4,2026,2,DOCUMENTACION
Quinquela,AUTO,2026-02-12,ALCOHOLEMIA,AV DIRECTORIO 2976,7,2026,2,ALCOHOLEMIA
Quinquela,MOTO,2026-02-12,ALCOHOLEMIA,AV CORRIENTES 6700,15,2026,2,ALCOHOLEMIA
Quinquela,MOTO,2026-02-12,ALCOHOLEMIA,AV SAN MARTIN 1225,15,2026,2,ALCOHOLEMIA
Quinquela,MOTO,2026-02-12,ALCOHOLEMIA,AV CORRIENTES 6700,15,2026,2,ALCOHOLEMIA
Quinquela,MOTO,2026-02-12,ALCO / PLACA,AV J B JUSTO 1801,14,2026,2,ALCOHOLEMIA
Quinquela,AUTO,2026-02-12,DOCUMENTACION,AV DIRECTORIO 2976,7,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-12,ESTACIONAMIENTO,PATRON 7528,9,2026,2,ESTACIONAMIENTO
Quinquela,MOTO,2026-02-12,DOCUMENTACION,MIRAVE 3700,4,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-12,DOCUMENTACION,FERRE 1501,4,2026,2,DOCUMENTACION
Quinquela,MOTO,2026-02-12,PLACA,ARRIBEÑOS 2200,13,2026,2,PLACA
